line_slug,Line_Name,citybound_from_station,citybound_to_station,segment_km,citybound_avg_run_minutes,outbound_avg_run_minutes,citybound_avg_scheduled_kmh,outbound_avg_scheduled_kmh,paired_avg_run_minutes,paired_avg_scheduled_kmh,minute_gap,kmh_gap,citybound_observed_segments,outbound_observed_segments,confidence_band
belgrave,Belgrave,Laburnum,Box Hill,1.652,2.67,1.98,37.2,52.4,2.32,42.6,0.69,15.3,11655,13406,low
belgrave,Belgrave,Belgrave,Tecoma,1.352,1.67,3.0,48.7,27.0,2.33,34.8,1.33,21.6,16807,17316,low
craigieburn,Craigieburn,Broadmeadows,North Melbourne,15.12,15.0,19.86,60.5,48.0,17.43,52.1,4.86,12.5,6,7,low
craigieburn,Craigieburn,Craigieburn,Roxburgh Park,4.098,2.67,5.04,92.2,48.9,3.85,63.8,2.37,43.3,25209,26427,low
craigieburn,Craigieburn,Roxburgh Park,Coolaroo,2.692,2.72,3.67,60.6,44.0,3.2,50.5,0.94,16.5,25201,26453,low
craigieburn,Craigieburn,Coolaroo,Broadmeadows,2.508,3.67,1.68,41.0,90.0,2.67,56.3,1.99,48.9,25195,26454,low
craigieburn,Craigieburn,Oak Park,Pascoe Vale,1.604,1.67,2.67,57.7,36.1,2.17,44.4,1.0,21.7,26321,27394,low
craigieburn,Craigieburn,Glenroy,Oak Park,1.525,2.67,1.67,34.3,54.9,2.17,42.2,1.0,20.6,26322,27393,low
craigieburn,Craigieburn,Broadmeadows,Jacana,1.37,1.67,2.69,49.3,30.6,2.18,37.8,1.02,18.7,26324,27390,low
craigieburn,Craigieburn,Glenbervie,Essendon,1.123,2.67,1.67,25.3,40.4,2.17,31.1,1.0,15.2,26313,27397,low
craigieburn,Craigieburn,Jacana,Glenroy,1.03,0.67,1.67,92.7,37.1,1.17,53.0,1.0,55.6,26324,27390,low
cranbourne,Cranbourne,Cranbourne,Merinda Park,2.772,2.67,4.01,62.4,41.5,3.34,49.8,1.34,20.8,21776,22265,low
cranbourne,Cranbourne,Richmond,Flinders Street,2.565,8.43,3.48,25.3,45.0,5.95,25.9,4.95,19.7,625,16610,low
cranbourne,Cranbourne,Westall,Clayton,2.126,1.67,2.67,76.5,47.8,2.17,58.8,1.0,28.8,17451,17116,low
cranbourne,Cranbourne,Springvale,Westall,1.858,2.67,1.67,41.7,66.9,2.17,51.4,1.01,25.2,17661,17293,low
cranbourne,Cranbourne,Carnegie,Caulfield,1.747,2.9,1.67,36.8,62.9,2.28,45.9,1.23,26.1,17078,16518,low
cranbourne,Cranbourne,Noble Park,Sandown Park,1.693,1.46,2.67,79.8,38.1,2.06,49.2,1.21,41.7,17664,17293,low
cranbourne,Cranbourne,Yarraman,Noble Park,1.663,2.66,1.67,37.6,59.9,2.16,46.1,0.99,22.3,17667,17291,low
eastern,Eastern,Bairnsdale,Stratford,52.653,37.71,40.74,83.8,77.6,39.23,80.5,3.03,6.2,739,739,low
eastern,Eastern,Garfield,Dandenong,44.657,34.6,32.22,77.6,83.2,33.41,80.2,2.38,5.6,189,195,low
eastern,Eastern,Garfield,Pakenham,17.658,15.25,10.9,71.3,98.2,13.08,81.0,4.35,26.9,658,475,low
eastern,Eastern,Drouin,Garfield,17.255,11.47,16.83,91.3,64.9,14.15,73.2,5.36,26.4,849,477,low
eastern,Eastern,Stratford,Sale,16.094,15.38,13.35,62.8,72.4,14.37,67.2,2.03,9.6,739,739,low
eastern,Eastern,Traralgon,Morwell,13.617,8.41,11.31,97.9,73.8,9.86,82.9,2.9,24.1,4900,4931,low
eastern,Eastern,Dandenong,Clayton,10.682,12.41,14.44,52.3,45.3,13.43,47.7,2.03,7.0,4085,3976,low
eastern,Eastern,Moe,Trafalgar,9.915,6.14,8.07,99.0,79.1,7.11,83.7,1.93,19.8,4051,4259,low
eastern,Eastern,Clayton,Caulfield,8.726,14.27,11.4,37.1,47.0,12.83,40.8,2.87,10.0,4085,3976,low
eastern,Eastern,Nar Nar Goon,Pakenham,8.589,9.69,5.1,54.7,101.5,7.39,69.7,4.59,46.8,4026,4229,low
eastern,Eastern,Bunyip,Garfield,4.193,3.47,4.98,75.3,52.4,4.22,59.6,1.51,22.8,4051,4454,low
flemington_racecourse,Flemington Racecourse,Showgrounds,Flinders Street,4.501,15.43,12.32,17.7,22.0,13.87,19.5,3.11,4.3,63,44,low
flemington_racecourse,Flemington Racecourse,Showgrounds,North Melbourne,4.053,8.86,6.54,28.2,37.7,7.7,31.6,2.33,9.5,1031,1054,low
flemington_racecourse,Flemington Racecourse,Flemington Racecourse,Showgrounds,0.855,0.7,2.04,74.5,25.3,1.37,37.5,1.34,49.2,52,26,low
frankston,Frankston,Mordialloc,Richmond,23.897,36.0,33.0,39.8,43.4,34.5,41.6,3.0,3.6,1,1,low
frankston,Frankston,Moorabbin,Caulfield,6.66,8.33,12.67,48.5,31.5,10.5,38.1,4.33,17.0,12,1,low
frankston,Frankston,Seaford,Carrum,3.258,3.67,2.67,53.3,73.3,3.17,61.7,1.0,20.0,32457,35760,low
frankston,Frankston,Aspendale,Mordialloc,2.619,3.68,2.67,42.7,58.9,3.17,49.5,1.01,16.2,34596,37337,low
frankston,Frankston,Frankston,Kananook,2.483,2.67,4.05,55.9,36.9,3.36,44.4,1.38,18.9,32436,35715,low
frankston,Frankston,Kananook,Seaford,2.086,1.67,2.67,75.1,46.9,2.17,57.8,1.0,28.2,32448,35756,low
frankston,Frankston,Mordialloc,Parkdale,1.764,1.67,2.67,63.5,39.6,2.17,48.8,1.01,23.9,10921,12110,low
frankston,Frankston,Highett,Moorabbin,1.618,1.7,2.45,57.4,41.1,2.07,46.8,0.75,16.3,33477,37179,low
frankston,Frankston,Carrum,Bonbeach,1.484,1.67,2.85,53.4,31.8,2.26,39.4,1.18,21.7,34606,37334,low
frankston,Frankston,Malvern,Armadale,1.44,1.67,2.67,51.8,32.4,2.17,39.9,1.0,19.4,32461,36095,low
frankston,Frankston,Cheltenham,Southland,1.125,1.67,0.7,40.5,98.1,1.18,57.1,0.97,57.6,33481,37176,low
frankston,Frankston,Armadale,Toorak,0.757,1.67,0.67,27.3,68.1,1.17,38.9,1.0,40.9,32461,36096,low
frankston,Frankston,Bentleigh,Mckinnon,0.631,0.97,1.67,46.4,22.7,1.32,28.7,0.7,23.7,31664,35305,low
glen_waverley,Glen Waverley,Richmond,Flinders Street,2.565,4.14,2.82,37.5,56.8,3.48,44.3,1.32,19.3,25293,13097,low
glen_waverley,Glen Waverley,Jordanville,Holmesglen,1.959,1.92,2.67,63.8,44.1,2.29,51.2,0.75,19.7,25379,25884,low
glen_waverley,Glen Waverley,Glen Waverley,Syndal,1.34,1.67,2.81,48.2,29.7,2.24,35.9,1.15,18.6,25363,25882,low
glen_waverley,Glen Waverley,Melbourne Central,Flagstaff,0.684,0.7,1.28,60.3,38.8,0.99,41.3,0.58,21.5,254,14824,low
hurstbridge,Hurstbridge,Clifton Hill,Jolimont,3.697,5.25,7.67,42.5,28.9,6.46,34.3,2.42,13.6,4,1,low
hurstbridge,Hurstbridge,Macleod,Rosanna,1.915,2.56,1.69,45.9,68.1,2.12,54.1,0.86,22.1,23415,23847,low
hurstbridge,Hurstbridge,Heidelberg,Ivanhoe,1.898,2.35,3.6,51.0,32.0,2.98,38.3,1.24,19.0,1413,2777,low
hurstbridge,Hurstbridge,Rosanna,Heidelberg,1.753,1.67,2.67,63.0,39.4,2.17,48.5,1.0,23.6,23414,23847,low
hurstbridge,Hurstbridge,Ivanhoe,Darebin,0.929,0.67,1.41,83.6,46.6,1.04,53.8,0.74,37.0,24493,23715,low
hurstbridge,Hurstbridge,Dennis,Westgarth,0.847,0.67,1.67,76.2,30.5,1.17,43.6,1.0,45.7,24489,23717,low
hurstbridge,Hurstbridge,Darebin,Alphington,0.757,1.67,0.67,27.3,68.1,1.17,38.9,1.0,40.9,24491,23716,low
hurstbridge,Hurstbridge,West Richmond,Jolimont,0.754,1.67,0.67,27.1,67.9,1.17,38.8,1.0,40.7,25817,23146,low
hurstbridge,Hurstbridge,Collingwood,North Richmond,0.671,1.67,0.67,24.2,60.4,1.17,34.5,1.0,36.2,25818,23143,low
hurstbridge,Hurstbridge,Victoria Park,Collingwood,0.589,0.67,1.67,53.0,21.2,1.17,30.3,1.0,31.8,25819,23141,low
hurstbridge,Hurstbridge,North Richmond,West Richmond,0.504,0.67,1.67,45.3,18.1,1.17,25.9,1.0,27.2,25818,23143,low
lilydale,Lilydale,Glenferrie,Richmond,4.323,5.76,4.22,45.1,63.1,4.99,52.0,1.54,18.0,6451,7514,low
lilydale,Lilydale,Richmond,Flinders Street,2.565,4.2,2.77,37.5,57.1,3.49,44.1,1.43,19.6,15100,15999,low
lilydale,Lilydale,Ringwood East,Ringwood,2.007,2.82,1.99,43.2,63.6,2.4,50.1,0.83,20.4,16046,16287,low
lilydale,Lilydale,Heatherdale,Mitcham,1.928,1.67,2.67,69.4,43.4,2.17,53.4,1.0,26.0,18378,18244,low
lilydale,Lilydale,Mitcham,Nunawading,1.672,2.43,1.67,42.9,60.2,2.05,49.0,0.76,17.2,18378,18244,low
lilydale,Lilydale,Laburnum,Box Hill,1.652,2.67,1.85,37.2,55.4,2.26,43.9,0.82,18.3,23437,25741,low
mernda,Mernda,Middle Gorge,South Morang,2.521,1.67,2.67,90.8,56.7,2.17,69.8,1.0,34.0,25770,26273,low
mernda,Mernda,Keon Park,Ruthven,1.591,2.67,1.67,35.8,57.3,2.17,44.1,1.0,21.5,13932,14136,low
mernda,Mernda,Thomastown,Keon Park,1.55,1.67,2.67,55.8,34.9,2.17,42.9,1.0,20.9,13931,14134,low
mernda,Mernda,Reservoir,Regent,1.329,2.67,1.72,29.9,47.1,2.19,36.3,0.96,17.2,25733,25920,low
mernda,Mernda,Bell,Thornbury,1.086,0.67,1.91,97.7,35.6,1.29,50.6,1.24,62.2,25733,25922,low
mernda,Mernda,Ruthven,Reservoir,1.002,0.67,1.67,90.1,36.1,1.17,51.5,1.0,54.1,24193,24702,low
mernda,Mernda,Northcote,Merri,0.925,1.67,0.67,33.3,83.2,1.17,47.6,1.0,50.0,25733,25922,low
mernda,Mernda,Preston,Bell,0.765,1.67,0.67,27.5,68.8,1.17,39.3,1.0,41.3,25733,25921,low
mernda,Mernda,West Richmond,Jolimont,0.754,1.67,0.67,27.1,67.9,1.17,38.8,1.0,40.7,22623,27492,low
mernda,Mernda,Collingwood,North Richmond,0.671,1.67,0.67,24.2,60.4,1.17,34.5,1.0,36.2,22623,27491,low
mernda,Mernda,Victoria Park,Collingwood,0.589,0.67,1.67,53.0,21.2,1.17,30.3,1.0,31.8,22624,27491,low
mernda,Mernda,North Richmond,West Richmond,0.504,0.67,1.67,45.4,18.1,1.17,25.9,1.0,27.2,22623,27491,low
mernda,Mernda,Merri,Rushall,0.498,0.67,1.67,44.7,17.9,1.17,25.6,1.0,26.8,25732,25922,low
north_east,North East,Seymour,Broadmeadows,81.916,62.17,49.12,83.8,100.1,55.65,88.3,13.05,16.2,1081,1089,low
north_east,North East,Avenel,Seymour,28.361,14.0,11.03,121.5,154.3,12.52,136.0,2.97,32.7,1081,1089,low
north_east,North East,Nagambie,Seymour,27.542,21.25,18.32,78.1,90.3,19.79,83.5,2.93,12.1,1136,1142,low
north_east,North East,Seymour,Broadford,23.482,14.02,17.43,100.5,80.9,15.73,89.6,3.41,19.6,430,527,low
north_east,North East,Broadmeadows,Southern Cross,16.8,26.73,23.83,40.1,43.3,25.28,39.9,2.89,3.2,4177,3470,low
north_east,North East,Broadmeadows,North Melbourne,15.12,18.94,16.75,51.6,55.3,17.85,50.8,2.19,3.8,868,1496,low
north_east,North East,Seymour,Tallarook,8.46,6.0,10.07,84.6,50.7,8.03,63.2,4.07,33.9,4384,4440,low
north_east,North East,Donnybrook,Craigieburn,6.959,9.01,5.08,46.4,82.4,7.05,59.2,3.93,36.0,2825,2732,low
north_east,North East,Essendon,North Melbourne,6.327,11.0,7.75,34.7,50.2,9.38,40.5,3.25,15.5,850,872,low
north_east,North East,Albury,Wodonga,5.97,9.0,14.2,39.8,25.2,11.6,30.9,5.2,14.6,1081,1089,low
north_east,North East,Shepparton,Mooroopna,4.86,5.7,9.82,52.4,30.2,7.76,37.6,4.13,22.1,1136,1142,low
north_east,North East,North Melbourne,Southern Cross,1.68,7.0,4.91,14.5,20.6,5.95,16.9,2.09,6.1,1718,2368,low
northern,Northern,Swan Hill,Kerang,56.561,44.0,48.11,77.1,70.6,46.05,73.7,4.11,6.5,693,692,low
northern,Northern,Gisborne,Watergardens,41.04,26.99,31.0,91.7,79.5,29.0,84.9,4.0,12.2,865,640,low
northern,Northern,Clarkefield,Watergardens,27.233,18.0,22.0,90.8,74.3,20.0,81.7,4.0,16.5,225,231,low
northern,Northern,Echuca,Rochester,26.605,21.22,25.75,75.6,62.1,23.49,68.0,4.53,13.4,943,937,low
northern,Northern,Clarkefield,Sunbury,12.13,11.72,7.79,62.6,93.7,9.76,74.6,3.93,31.0,5844,5938,low
northern,Northern,Eaglehawk,Bendigo,7.851,10.47,8.01,47.8,58.8,9.24,51.0,2.47,11.0,1382,1360,low
northern,Northern,Huntly,Epsom,6.099,7.03,5.01,52.1,73.1,6.02,60.8,2.01,20.9,943,937,low
northern,Northern,Footscray,Southern Cross,5.623,10.13,8.02,33.3,42.1,9.08,37.2,2.11,8.8,6886,7206,low
northern,Northern,Bendigo,Kangaroo Flat,4.829,3.68,6.72,85.4,43.6,5.2,55.7,3.04,41.8,6520,7234,low
pakenham,Pakenham,Pakenham,Cardinia Road,4.513,3.67,6.0,73.8,45.2,4.84,56.0,2.34,28.7,19971,21354,low
pakenham,Pakenham,Berwick,Narre Warren,3.776,2.67,3.69,85.0,61.5,3.18,71.3,1.02,23.5,13932,14893,low
pakenham,Pakenham,Narre Warren,Hallam,3.348,3.67,2.67,54.8,75.3,3.17,63.4,1.0,20.5,13933,14893,low
pakenham,Pakenham,Richmond,Flinders Street,2.565,6.39,3.41,31.6,46.1,4.9,31.4,2.98,14.5,1694,26298,low
pakenham,Pakenham,Westall,Clayton,2.126,1.67,2.71,76.5,47.2,2.19,58.3,1.04,29.3,20946,25149,low
pakenham,Pakenham,Springvale,Westall,1.858,2.68,1.67,41.6,66.9,2.17,51.3,1.01,25.2,20746,23097,low
pakenham,Pakenham,Carnegie,Caulfield,1.747,2.9,1.67,36.9,62.9,2.28,46.0,1.23,26.0,23447,26720,low
pakenham,Pakenham,Noble Park,Sandown Park,1.693,1.51,2.67,74.9,38.1,2.09,48.6,1.15,36.9,23812,25692,low
pakenham,Pakenham,Yarraman,Noble Park,1.663,2.51,1.67,41.0,59.9,2.09,47.8,0.84,18.8,20754,23584,low
richmond_and_city_loop,Richmond and City Loop,Richmond,Flinders Street,2.565,11.88,4.06,16.5,38.0,7.97,19.3,7.82,21.5,86,16,low
sandringham,Sandringham,Middle Brighton,North Brighton,1.279,1.67,2.67,46.0,28.8,2.17,35.4,1.0,17.3,28838,29298,low
sandringham,Sandringham,North Brighton,Gardenvale,0.893,1.67,0.67,32.1,80.4,1.17,45.9,1.0,48.2,28836,29299,low
south_western,South Western,Winchelsea,Waurn Ponds,29.052,21.75,19.16,80.3,91.1,20.45,85.2,2.59,10.8,1286,1287,low
south_western,South Western,Tarneit,Deer Park,11.5,7.17,9.02,96.8,76.6,8.09,85.2,1.84,20.2,13230,13179,low
south_western,South Western,North Geelong,North Shore,11.208,3.02,3.41,223.1,201.1,3.22,209.1,0.39,22.0,10682,11241,low
south_western,South Western,Waurn Ponds,South Geelong,10.26,14.25,16.38,43.3,39.2,15.31,40.2,2.13,4.1,503,681,low
south_western,South Western,Warrnambool,Sherwood Park,6.013,6.0,10.42,60.1,36.1,8.21,43.9,4.42,24.1,1286,1287,low
south_western,South Western,Footscray,Southern Cross,5.623,10.14,8.1,33.3,41.7,9.12,37.0,2.04,8.4,18702,19367,low
south_western,South Western,Deer Park,Sunshine,5.375,7.65,5.07,42.6,63.8,6.36,50.7,2.58,21.3,13900,14443,low
stony_point,Stony Point,Bittern,Hastings,3.68,2.67,3.67,82.8,60.2,3.17,69.7,1.0,22.6,2721,2403,low
stony_point,Stony Point,Leawarra,Frankston,1.842,5.6,1.67,19.9,66.3,3.63,30.4,3.93,46.4,2720,2405,low
stony_point,Stony Point,Stony Point,Crib Point,1.759,1.67,4.0,63.3,26.4,2.83,37.2,2.33,36.9,2721,2403,low
sunbury,Sunbury,Sunbury,Diggers Rest,5.585,3.67,6.02,91.4,55.7,4.84,69.2,2.35,35.7,16959,17457,low
sunbury,Sunbury,Sunshine,Tottenham,3.151,2.67,3.67,70.9,51.5,3.17,59.7,1.0,19.4,21979,22737,low
sunbury,Sunbury,St Albans,Ginifer,1.867,1.67,2.72,67.2,42.0,2.19,51.1,1.05,25.2,25360,26663,low
sunbury,Sunbury,Tottenham,West Footscray,1.778,1.67,2.67,64.0,40.0,2.17,49.2,1.0,24.0,21975,22741,low
sunbury,Sunbury,West Footscray,Middle Footscray,0.719,1.67,0.67,25.9,64.7,1.17,37.0,1.0,38.8,21974,22744,low
upfield,Upfield,Upfield,Gowrie,4.126,3.67,5.0,67.5,49.5,4.33,57.1,1.33,18.0,19257,19301,low
upfield,Upfield,Gowrie,Fawkner,1.505,1.67,2.7,54.2,33.5,2.18,41.4,1.03,20.7,19255,19302,low
upfield,Upfield,Royal Park,Flemington Bridge,1.399,1.67,2.67,50.4,31.5,2.17,38.7,1.0,18.9,19570,19423,low
upfield,Upfield,Coburg,Moreland,1.332,1.67,2.67,48.0,30.0,2.17,36.9,1.0,18.0,19579,19418,low
upfield,Upfield,Merlynston,Batman,1.267,0.67,1.67,114.0,45.6,1.17,65.2,1.0,68.4,19253,19302,low
upfield,Upfield,Batman,Coburg,1.109,2.67,0.68,24.9,99.0,1.68,39.7,1.99,74.1,19630,19688,low
upfield,Upfield,Brunswick,Jewell,0.81,1.67,0.67,29.2,72.9,1.17,41.7,1.0,43.7,19574,19418,low
werribee,Werribee,Werribee,Southern Cross,31.697,32.17,40.0,59.5,47.5,36.08,52.7,7.83,12.0,6,1,low
werribee,Werribee,Hoppers Crossing,Williams Landing,4.465,2.67,3.67,100.5,73.1,3.17,84.6,1.0,27.4,23473,24354,low
werribee,Werribee,Werribee,Hoppers Crossing,4.032,2.67,5.0,90.7,48.4,3.83,63.1,2.33,42.3,23475,24352,low
werribee,Werribee,Westona,Altona,1.385,1.67,2.84,49.9,29.4,2.25,36.9,1.17,20.5,19847,20374,low
werribee,Werribee,Newport,Spotswood,1.335,1.67,2.67,48.1,30.0,2.17,37.0,1.0,18.0,19190,20313,low
werribee,Werribee,Aircraft,Laverton,1.221,1.67,0.67,44.0,109.9,1.17,62.8,1.0,65.9,23476,24362,low
werribee,Werribee,Seddon,Footscray,0.995,1.67,0.77,35.8,83.9,1.22,49.0,0.9,48.1,19187,20315,low
western,Western,Ballarat,Ballan,34.353,18.68,22.14,110.9,94.5,20.41,101.0,3.46,16.5,8745,8873,low
western,Western,Melton,Sunshine,24.882,16.05,14.04,93.1,106.4,15.05,99.2,2.01,13.3,470,238,low
western,Western,Creswick,Ballarat,18.736,19.01,15.0,59.1,74.9,17.01,66.1,4.01,15.8,659,642,low
western,Western,Maryborough,Talbot,14.375,10.03,15.01,86.1,57.5,12.52,68.9,4.98,28.6,659,642,low
western,Western,Footscray,Southern Cross,5.623,10.14,8.07,33.3,41.9,9.1,37.1,2.07,8.5,14196,13787,low
western,Western,Deer Park,Sunshine,5.375,7.17,5.0,45.4,64.5,6.08,53.0,2.17,19.1,1385,1649,low
western,Western,Cobblebank,Rockbank,4.504,3.26,4.02,84.1,67.3,3.64,74.2,0.76,16.9,11393,10875,low
western,Western,Wendouree,Ballarat,4.486,4.13,6.73,65.7,40.6,5.43,49.6,2.6,25.1,8502,8858,low
williamstown,Williamstown,North Williamstown,Newport,1.71,2.51,1.67,41.7,61.6,2.09,49.2,0.84,19.8,18441,20003,low
williamstown,Williamstown,Newport,Spotswood,1.335,1.67,2.67,48.1,30.0,2.17,37.0,1.0,18.0,15104,14368,low
williamstown,Williamstown,Seddon,Footscray,0.995,1.67,0.82,35.8,81.5,1.24,48.1,0.85,45.7,15102,14370,low
